id	mention_id	mention_sentence	mention_value	mention_unit	mention_normalized_value	mention_normalized_unit	mention_token_begin	mention_token_end	expression_id	expression_value	expression_unit	expression	response_id	response	label
25882	36409	Since a deadly earthquake nearly flattened this predominantly Tibetan city early Wednesday, killing at least 1,400 people, China's leadership has treated the quake as a dual emergency -- a humanitarian crisis almost three miles above sea level in remote Qinghai Province, and a fresh test of the Communist Party's ability to keep a lid on dissent among restive Tibetans.	1400.0	people	1400.0	person	17	18	21142	5050.228311	person	0.198011 * 8.000000 hour (time taken for a work day) * 5530000.000000 person per year (global death rate)	30439	one fifth the global death rate in a working day	1
21436	28701	British police arrest 6 people accused of inciting terrorism	6.0	people	6.0	person	4	5	21070	10.521309	person	0.950452 * 1.000000 minute (a minute) * 5530000.000000 person per year (global death rate)	39772	the amount of people who die in a minute.	1
21436	28701	British police arrest 6 people accused of inciting terrorism	6.0	people	6.0	person	4	5	21073	2.54	person	3.937008 * 2.540000 person (average household size)	39394	four times the average household.	0
21436	28701	British police arrest 6 people accused of inciting terrorism	6.0	people	6.0	person	4	5	21072	4.870624	person	2.053125 * 1.000000 minute (a minute) * 2560000.000000 person per year (death rate in the US)	36479	twice the number of people in the US who die per minute.	0
24418	35366	"""According to Energogaz company's owner Roman Matsuyev, who was quoting Turkmen Deputy Prime Minister and Oil and Gas Minister Tachberdy Tagiyev, Turkmenistan intends to raise prices on gas it supplies to (Russia's gas giant) Gazprom from 100 to 150 dollars per 1,000 cubic meters,"" the daily wrote."	1000.0	cu-meter	1000000.0	volume	49	51	24727	467896.489874	volume	2.137225 * 49000000.000000 person (number of employees on Medicare) * 60.000000 minute (time taken for a basketball game) * 22.100000 gallon per person per year (coffee consumption)	45366	twice as much coffee as is consumed by all of the employees on Medicare in the time it takes to play a basketball game	0
24418	35366	"""According to Energogaz company's owner Roman Matsuyev, who was quoting Turkmen Deputy Prime Minister and Oil and Gas Minister Tachberdy Tagiyev, Turkmenistan intends to raise prices on gas it supplies to (Russia's gas giant) Gazprom from 100 to 150 dollars per 1,000 cubic meters,"" the daily wrote."	1000.0	cu-meter	1000000.0	volume	49	51	25130	475792.290886	volume	2.101757 * 72.000000 person (average number of employees in a grocery store) * 79.000000 year (average lifetime for a person) * 22.100000 gallon per person per year (coffee consumption)	13767	2 times the amount of coffee consumed by the average number of employees in a grocery store in their average lifetime.	0
22057	9748	Stuart H. Newberger, a lawyer for UTA 772 families, said the measure would allow his clients to recover only a small fraction -- 5 percent to 10 percent -- of the $1.7 billion a federal court awarded them in January.	1700000000.0	$	1700000000.0	money	34	36	23099	4160000000.0	money	0.240385 * 4160000000.000000 USD (the construction cost of The Cosmopolitan in Las Vegas)	37193	one quarter the cost of building the Cosmopolitan in Las Vegas	1
22057	9748	Stuart H. Newberger, a lawyer for UTA 772 families, said the measure would allow his clients to recover only a small fraction -- 5 percent to 10 percent -- of the $1.7 billion a federal court awarded them in January.	1700000000.0	$	1700000000.0	money	34	36	23025	999619482.496195	money	1.000381 * 7400000000.000000 person (population of the world) * 1.000000 minute (a minute) * 71000.000000 USD per year per person (cost of an employee)	41834	the cost of one minute's wages for everyone in the world.	0
22057	9748	Stuart H. Newberger, a lawyer for UTA 772 families, said the measure would allow his clients to recover only a small fraction -- 5 percent to 10 percent -- of the $1.7 billion a federal court awarded them in January.	1700000000.0	$	1700000000.0	money	34	36	23123	134802739.726027	money	7.418247 * 99000.000000 person (number of employees at Microsoft) * 1.000000 week (a week) * 71000.000000 USD per year per person (cost of an employee)	18934	the cost of the number of employees at Microsoft in a week	0
22023	48082	He then reached off camera and pulled his rifle on screen, adding: ``This is my baby, purchased under the 1994 gun ban.	1994.0	gun	1994.0	gun	24	25	20583	2546.6	gun	0.392680 * 1498.000000 person (people killed by gun violence in 2016) * 1.700000 gun per person (gun ownership)	39036	1/3rd the number of guns owned by gun violence victims in 2016.	0
22023	48082	He then reached off camera and pulled his rifle on screen, adding: ``This is my baby, purchased under the 1994 gun ban.	1994.0	gun	1994.0	gun	24	25	20584	313.926941	gun	3.185455 * 30.000000 minute (time taken for lunch) * 5500000.000000 gun per year (number of guns produced in the us)	43740	triple the amount of firearms made in the United States in the time it takes to have lunch	0
22023	48082	He then reached off camera and pulled his rifle on screen, adding: ``This is my baby, purchased under the 1994 gun ban.	1994.0	gun	1994.0	gun	24	25	20587	122.4	gun	8.169935 * 72.000000 person (average number of employees in a grocery store) * 1.700000 gun per person (gun ownership)	23573	8 times the number of guns owned by the staff of an average grocery store	0
24845	56586	Saxena was charged in Thailand in 1996 with looting about US$72 million from the Bangkok Bank of Commerce.	72000000.0	US$	72000000.0	money	11	13	22909	20448000.0	money	4.890454 * 72.000000 person (average number of employees in a grocery store) * 4.000000 year (time taken to graduate college) * 71000.000000 USD per year per person (cost of an employee)	32254	five times what the all the employees in the average grocery store make in the time taken to graduate college.	0
22982	10641	Sales rose 16 percent to euro569 million (US$842.7 million), while passenger numbers rose 21 percent to 12.4 million, reflecting the carrier's relentless expansion of routes across Europe.	842700000.0	US$	842700000.0	money	9	11	23081	322579908.675799	money	3.100007 * 39800000.000000 person (number of people in poverty) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	30421	3 times the amount it would cost to employ everyone in poverty for one hour.	1
22982	10641	Sales rose 16 percent to euro569 million (US$842.7 million), while passenger numbers rose 21 percent to 12.4 million, reflecting the carrier's relentless expansion of routes across Europe.	842700000.0	US$	842700000.0	money	9	11	23053	571579718.417047	money	1.749537 * 22270000.000000 person (number of employees in the education industry) * 190.000000 minute (time taken for a football game) * 71000.000000 USD per year per person (cost of an employee)	21214	twice the cost of the employees in the education industry for the length of time of a football game.	0
22982	10641	Sales rose 16 percent to euro569 million (US$842.7 million), while passenger numbers rose 21 percent to 12.4 million, reflecting the carrier's relentless expansion of routes across Europe.	842700000.0	US$	842700000.0	money	9	11	23128	127978310.502283	money	7.813824 * 15790000.000000 person (number of employees in the retail industry) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	34045	8 times the cost of employing every worker employed in retail put together for one hour	0
21441	27765	Some 141,577 guns crossed state borders last year, of which at least 42,450 guns were used in crimes, according to data from the Bureau of Alcohol, Tobacco and Firearms (ATF).	141577.0	gun	141577.0	gun	2	3	20616	15068.493151	gun	6.636364 * 1.000000 day (a day) * 5500000.000000 gun per year (number of guns produced in the us)	35512	7 times the number of guns produced in the us in a day.	1
21441	27765	Some 141,577 guns crossed state borders last year, of which at least 42,450 guns were used in crimes, according to data from the Bureau of Alcohol, Tobacco and Firearms (ATF).	141577.0	gun	141577.0	gun	2	3	20613	311100.0	gun	0.321440 * 183000.000000 person (number of employees in the oil industry) * 1.700000 gun per person (gun ownership)	25850	one third of the number of guns owned by every person employed by the oil industry	0
21284	5816	Annual revenues rose 33.3 percent to US$1.46 billion (euro1.07 billion).	1460000000.0	US$	1460000000.0	money	7	9	23031	1140270504.10959	money	0.876985 * 837422.000000 person (population of San Francisco) * 1.000000 week (a week) * 71000.000000 USD per year per person (cost of an employee)	19800	the cost of all employees in San Francisco for one week.	1
21284	5816	Annual revenues rose 33.3 percent to US$1.46 billion (euro1.07 billion).	1460000000.0	US$	1460000000.0	money	7	9	23130	8402282000.0	money	0.119015 * 1498.000000 person (people killed by gun violence in 2016) * 79.000000 year (average lifetime for a person) * 71000.000000 USD per year per person (cost of an employee)	24400	1/8 the cost of all employees who die by guns in 2016 during the lifespan of a person.	0
24008	74610	Fernandez took office only days after U.S. prosecutors said a suitcase filled with nearly US$800,000 (about euro500,000) intercepted in Argentina was brought from Venezuela as a campaign contribution intended for Fernandez's campaign.	800000.0	US$	800000.0	money	15	16	22507	1140000.0	money	0.877193 * 1140000.000000 USD (average cost of a house in the Bay Area)	28577	 the average price for a house in the San Francisco Bay area	1
24008	74610	Fernandez took office only days after U.S. prosecutors said a suitcase filled with nearly US$800,000 (about euro500,000) intercepted in Argentina was brought from Venezuela as a campaign contribution intended for Fernandez's campaign.	800000.0	US$	800000.0	money	15	16	22560	5609000.0	money	0.178285 * 1.000000 person (a person) * 79.000000 year (average lifetime for a person) * 71000.000000 USD per year per person (cost of an employee)	29655	1/6 the cost of employing a person for the average lifetime of a person	0
28791	49174	Carter initially announced that al-Bashir promised them a US$100 million (euro70 million) compensation fund for Darfur victims, backed by a US$200 million (euro140 million) from China.	200000000.0	US$	200000000.0	money	25	27	22921	14246860.0	money	7.019091 * 2.540000 person (average household size) * 79.000000 year (average lifetime for a person) * 71000.000000 USD per year per person (cost of an employee)	39507	7 times the cost to employ a household for the average lifetime of a person.	0
28791	49174	Carter initially announced that al-Bashir promised them a US$100 million (euro70 million) compensation fund for Darfur victims, backed by a US$200 million (euro140 million) from China.	200000000.0	US$	200000000.0	money	25	27	22835	109255707.762557	money	0.915284 * 26960000.000000 person (population of Texas) * 30.000000 minute (time taken for lunch) * 71000.000000 USD per year per person (cost of an employee)	31148	the cost to employ everyone in Texas over a lunch period.	0
28791	49174	Carter initially announced that al-Bashir promised them a US$100 million (euro70 million) compensation fund for Darfur victims, backed by a US$200 million (euro140 million) from China.	200000000.0	US$	200000000.0	money	25	27	22834	107583565.534529	money	0.929510 * 10000.000000 sq-meter (area of a city block) * 1000.000000 USD per sq-ft (cost of property in the Bay area)	25405	the cost of a city block of Bay area property.	1
29047	46928	He said the students typically work two and a half to three hours a day from their homes and make at least $6 every 15 days; they earn more the faster and the more accurate they are.	6.0	$	6.0	money	23	24	22076	47.39726	money	0.210983 * 8.000000 hour (time taken for a work day) * 51900.000000 USD per year (median income)	18617	1/5th the median income for a single work day	1
29047	46928	He said the students typically work two and a half to three hours a day from their homes and make at least $6 every 15 days; they earn more the faster and the more accurate they are.	6.0	$	6.0	money	23	24	22052	11.428571	money	0.875000 * 1.000000 day (a day) * 80.000000 USD per week (average cost of food)	15895	the average cost of food in a day.	1
27393	45968	More than 13 million cars were privately owned by the end of June, an increase of 16 percent from the end of last year.	13000000.0	car	13000000.0	car	3	5	21506	31000000.0	car	0.322581 * 31000000.000000 car (number of cars registered in California)	24914	a third of the number of cars registered in California.	1
26652	49781	Gold traded in London at US$952.50 per troy ounce, up from US$943.75 late Monday.	943.75	US$	943.75	money	14	15	22214	142.191781	money	7.032755 * 1.000000 day (a day) * 51900.000000 USD per year (median income)	23805	7 times the median income each day.	1
26652	49781	Gold traded in London at US$952.50 per troy ounce, up from US$943.75 late Monday.	943.75	US$	943.75	money	14	15	22184	700.0	money	1.428571 * 700.000000 USD (cost of a laptop)	40951	the cost of a laptop.	1
25473	18735	Natural gas also jumped more than 5 percent, rising 28.4 cents to $5.856 per 1,000 cubic feet.	5.856	$	5.856	money	14	15	22076	47.39726	money	0.210983 * 8.000000 hour (time taken for a work day) * 51900.000000 USD per year (median income)	18617	1/5th the median income for a single work day	0
25473	18735	Natural gas also jumped more than 5 percent, rising 28.4 cents to $5.856 per 1,000 cubic feet.	5.856	$	5.856	money	14	15	22052	11.428571	money	0.875000 * 1.000000 day (a day) * 80.000000 USD per week (average cost of food)	15910	the daily average cost of food.	1
26541	75296	During the past decade, New York has traced 800 guns bought from the 27 dealers to numerous crimes, including homicide.	800.0	gun	800.0	gun	10	11	20580	627.853881	gun	1.592727 * 1.000000 hour (an hour) * 5500000.000000 gun per year (number of guns produced in the us)	18875	2 times the amount of gun produced in the US during 1 hour.	1
26541	75296	During the past decade, New York has traced 800 guns bought from the 27 dealers to numerous crimes, including homicide.	800.0	gun	800.0	gun	10	11	20585	5022.83105	gun	0.199091 * 8.000000 hour (time taken for a work day) * 5500000.000000 gun per year (number of guns produced in the us)	22119	one fifth the number of guns produced in the US during the time taken for a work  day	0
28105	48183	Zhao Yunfa, deputy director of the China Three Gorges Corporation's dispatch center, said this week that the dam's capacity can only withstand floods that reach up to 3 million cubic feet (83,700 cubic meters) per second -- only about 18 percent more than the dam's record water flow on Tuesday, the China Daily newspaper reported.	3000000.0	cu-feet	85017000.0	volume	32	35	24656	654214399.9677	volume	0.152855 * 99000.000000 person (number of employees at Microsoft) * 79.000000 year (average lifetime for a person) * 22.100000 gallon per person per year (coffee consumption)	44540	1/7th of the coffee consumption of the number of employees at Microsoft in the average lifetime of a person.	0
28105	48183	Zhao Yunfa, deputy director of the China Three Gorges Corporation's dispatch center, said this week that the dam's capacity can only withstand floods that reach up to 3 million cubic feet (83,700 cubic meters) per second -- only about 18 percent more than the dam's record water flow on Tuesday, the China Daily newspaper reported.	3000000.0	cu-feet	85017000.0	volume	32	35	25365	415224000.0	volume	0.240834 * 79.000000 year (average lifetime for a person) * 10.000000 liter per minute (rate of flow of water from tap )	15542	1/4 the water that flows from the tap over a person's lifetime.	1
28105	48183	Zhao Yunfa, deputy director of the China Three Gorges Corporation's dispatch center, said this week that the dam's capacity can only withstand floods that reach up to 3 million cubic feet (83,700 cubic meters) per second -- only about 18 percent more than the dam's record water flow on Tuesday, the China Daily newspaper reported.	3000000.0	cu-feet	85017000.0	volume	32	35	24563	265000000.0	volume	0.377358 * 30.000000 minute (time taken for lunch) * 80000000.000000 barrel per day   (oil produced by the world)	20855	1/3 the oil produced in the world in the duration of a lunch break.	0
23143	47802	Chinese police have confiscated close to 53,000 guns by the end of August in a nationwide crackdown started in March this year, and 9,849 suspects involved in gun-related crimes were punished, the Ministry of Public Security (MPS) said Thursday.	53000.0	gun	53000.0	gun	7	8	20611	105479.452055	gun	0.948052 * 1.000000 week (a week) * 5500000.000000 gun per year (number of guns produced in the us)	37169	the guns made in the US in a week.	1
29897	54356	Alcoa said it contributed US$1.2 billion (euro810 million) to the total investment.	1200000000.0	US$	1200000000.0	money	5	7	23040	1296155251.14155	money	0.771513 * 19990000.000000 person (number of employees in the services industry) * 8.000000 hour (time taken for a work day) * 71000.000000 USD per year per person (cost of an employee)	16198	cost of all employees in the services industry over a workday.	1
29897	54356	Alcoa said it contributed US$1.2 billion (euro810 million) to the total investment.	1200000000.0	US$	1200000000.0	money	5	7	23070	2515799086.75799	money	0.397488 * 38800000.000000 person (population of California) * 8.000000 hour (time taken for a work day) * 71000.000000 USD per year per person (cost of an employee)	22271	1/3 of the cost of employing all of California for one work day.	1
23619	32378	Natural gas futures fell 1.9 cents to $5.99 per 1,000 cubic feet.	5.99	$	5.99	money	8	9	22059	5.924658	money	1.687861 * 1.000000 hour (an hour) * 51900.000000 USD per year (median income)	29081	twice the median income earned hourly	1
23619	32378	Natural gas futures fell 1.9 cents to $5.99 per 1,000 cubic feet.	5.99	$	5.99	money	8	9	22061	18.761416	money	0.533009 * 190.000000 minute (time taken for a football game) * 51900.000000 USD per year (median income)	42390	half of what a person making the median income in the US will earn during the length of an average football game	0
29558	48572	With nearly 22 percent of Japan's population already aged 65 or older, businesses here have been rolling out everything from easy-entry cars to remote-controlled beds, fueling a care technology market worth some 126 billion yen (US$1.08 billion; euro766 million) in 2006, according to industry figures.	1080000000.0	US$	1080000000.0	money	40	42	23083	3177168949.77169	money	0.314746 * 49000000.000000 person (number of employees on Medicare) * 8.000000 hour (time taken for a work day) * 71000.000000 USD per year per person (cost of an employee)	16452	1/3 of the cost of paying Medicare employees for 8 hours of work.	0
27167	41072	It said the resulting loss of stock amounts to euro80 million (US$126.5 million) annually.	126500000.0	US$	126500000.0	money	13	15	22913	19257534.246575	money	5.192773 * 99000.000000 person (number of employees at Microsoft) * 1.000000 day (a day) * 71000.000000 USD per year per person (cost of an employee)	26123	5 times the daily cost of the number of employees at Microsoft.	0
28423	38540	He said that the bank had held some 15 treasury bill auctions since last July, selling around US$1 billion (euro0.79 billion) worth of three-month bills, with coupons ranging between 1.0 percent to 6.5 percent, to local banks.	1000000000.0	US$	1000000000.0	money	19	21	23094	249180821.917808	money	4.013150 * 183000.000000 person (number of employees in the oil industry) * 1.000000 week (a week) * 71000.000000 USD per year per person (cost of an employee)	15786	4 times the cost to pay the employees of American oil industry for a week.	0
28423	38540	He said that the bank had held some 15 treasury bill auctions since last July, selling around US$1 billion (euro0.79 billion) worth of three-month bills, with coupons ranging between 1.0 percent to 6.5 percent, to local banks.	1000000000.0	US$	1000000000.0	money	19	21	23028	1023826484.01827	money	0.976728 * 15790000.000000 person (number of employees in the retail industry) * 8.000000 hour (time taken for a work day) * 71000.000000 USD per year per person (cost of an employee)	35340	 the cost of employing every worker in retail put together for a single work day	1
28423	38540	He said that the bank had held some 15 treasury bill auctions since last July, selling around US$1 billion (euro0.79 billion) worth of three-month bills, with coupons ranging between 1.0 percent to 6.5 percent, to local banks.	1000000000.0	US$	1000000000.0	money	19	21	23102	218511415.525114	money	4.576420 * 26960000.000000 person (population of Texas) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	14070	5 times the cost of employing the population of Texas for one hour	0
25732	77084	Scott Fancher, Boeing's 787 program manager, said the 36 areas -- 18 on each side -- cover about 1 square inch (6.5 sq. centimeters) to 2 square inches (13 sq. centimeters) each.	6.5	sq-centimeter	0.00065	area	26	28	20942	0.0046	area	0.217391 * 0.004600 sq-meter (Area of the face of a credit card)	35545	one fifth of the size of one side of a credit card	1
25732	77084	Scott Fancher, Boeing's 787 program manager, said the 36 areas -- 18 on each side -- cover about 1 square inch (6.5 sq. centimeters) to 2 square inches (13 sq. centimeters) each.	6.5	sq-centimeter	0.00065	area	26	28	20941	0.00029	area	3.448276 * 0.000290 sq-meter (Area of one side of a U.S. penny)	30221	3 times the area of a penny's side.	0
25563	45602	The transfer is 6 million pounds (US$12 million, euro8.9 million) more than Liverpool's previous record fee -- paid by former manager Gerard Houllier to Auxerre for France striker Djibril Cisse in July 2004.	12000000.0	US$	12000000.0	money	8	10	22690	2540924.657534	money	3.935575 * 99000.000000 person (number of employees at Microsoft) * 190.000000 minute (time taken for a football game) * 71000.000000 USD per year per person (cost of an employee)	22568	4 times the cost to employ everyone at Microsoft in the time it takes to play a football game.	0
25563	45602	The transfer is 6 million pounds (US$12 million, euro8.9 million) more than Liverpool's previous record fee -- paid by former manager Gerard Houllier to Auxerre for France striker Djibril Cisse in July 2004.	12000000.0	US$	12000000.0	money	8	10	22729	1046261.187215	money	9.557843 * 16136.000000 person (population of Stanford) * 8.000000 hour (time taken for a work day) * 71000.000000 USD per year per person (cost of an employee)	24532	10 times the cost of employing the population of Stanford for a work day.	0
27246	54610	The president and Schwarzenegger gave each other credit for what they described as the prompt and effective response of state and federal agencies that had kept the number killed by the fires low, though the inferno has devastated 753 square miles and will end up causing more than $1 billion in damage.	1000000000.0	$	1000000000.0	money	50	52	23090	3888465753.42466	money	0.257171 * 19990000.000000 person (number of employees in the services industry) * 1.000000 day (a day) * 71000.000000 USD per year per person (cost of an employee)	43384	a fourth the daily cost of employees in the services industry.	0
27246	54610	The president and Schwarzenegger gave each other credit for what they described as the prompt and effective response of state and federal agencies that had kept the number killed by the fires low, though the inferno has devastated 753 square miles and will end up causing more than $1 billion in damage.	1000000000.0	$	1000000000.0	money	50	52	23112	180498858.447489	money	5.540201 * 22270000.000000 person (number of employees in the education industry) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	17578	6 times the cost to employ everyone in the educatoin industry for an hour.	1
27246	54610	The president and Schwarzenegger gave each other credit for what they described as the prompt and effective response of state and federal agencies that had kept the number killed by the fires low, though the inferno has devastated 753 square miles and will end up causing more than $1 billion in damage.	1000000000.0	$	1000000000.0	money	50	52	23035	1264383561.64384	money	0.790899 * 6500000.000000 person (number of employees in the construction industry) * 1.000000 day (a day) * 71000.000000 USD per year per person (cost of an employee)	19683	the cost of the employees in the construction industry for a day.	0
27246	54610	The president and Schwarzenegger gave each other credit for what they described as the prompt and effective response of state and federal agencies that had kept the number killed by the fires low, though the inferno has devastated 753 square miles and will end up causing more than $1 billion in damage.	1000000000.0	$	1000000000.0	money	50	52	23133	107583565.534529	money	9.295100 * 10000.000000 sq-meter (area of a city block) * 1000.000000 USD per sq-ft (cost of property in the Bay area)	23146	9 times the cost of an city block sized property in the Bay area	0
27272	50455	Not only was he a rookie toiling alongside Alonso, but his team was fined US$100 million (euro70 million) and was disqualified from the teams' title.	100000000.0	US$	100000000.0	money	16	18	22836	90249429.223744	money	1.108040 * 22270000.000000 person (number of employees in the education industry) * 30.000000 minute (time taken for lunch) * 71000.000000 USD per year per person (cost of an employee)	37094	the cost of education industry employees during a lunch.	1
27272	50455	Not only was he a rookie toiling alongside Alonso, but his team was fined US$100 million (euro70 million) and was disqualified from the teams' title.	100000000.0	US$	100000000.0	money	16	18	22920	691952815.829528	money	0.144519 * 26960000.000000 person (population of Texas) * 190.000000 minute (time taken for a football game) * 71000.000000 USD per year per person (cost of an employee)	35430	1/7th of the cost of employing the population of Texas for the length of a football game	0
25792	6709	With London Olympic organizers unable to find a permanent football club tenant for the stadium after 2012 -- due in part to the running track -- it is estimated that the 547 million pound ($907 million) development could cost 10 million pounds ($16.5 million) annually to maintain.	907000000.0	$	907000000.0	money	36	38	23125	7741917808.21918	money	0.129167 * 39800000.000000 person (number of people in poverty) * 1.000000 day (a day) * 71000.000000 USD per year per person (cost of an employee)	21203	1/8th of the cost of employing everyone living below the poverty line for one day	0
25792	6709	With London Olympic organizers unable to find a permanent football club tenant for the stadium after 2012 -- due in part to the running track -- it is estimated that the 547 million pound ($907 million) development could cost 10 million pounds ($16.5 million) annually to maintain.	907000000.0	$	907000000.0	money	36	38	23052	1748091324.20091	money	0.572052 * 26960000.000000 person (population of Texas) * 8.000000 hour (time taken for a work day) * 71000.000000 USD per year per person (cost of an employee)	29181	half the cost of employing the population of Texas for a work day.	1
29072	65434	The fire has charred nearly 22 square miles (57 sq. kilometers) of brush in the Antelope Valley.	22.0	sq-mile	56979461.91025	area	6	8	21005	164383561.643836	area	0.608333 * 1.000000 day (a day) * 60000.000000 sq-km per year (area of forest logged)	26696	half the area of forest logged daily.	1
29072	65434	The fire has charred nearly 22 square miles (57 sq. kilometers) of brush in the Antelope Valley.	22.0	sq-mile	56979461.91025	area	6	8	21006	54794520.547945	area	1.825000 * 8.000000 hour (time taken for a work day) * 60000.000000 sq-km per year (area of forest logged)	26427	2 times the amount of area that is logged in a workday.	1
29072	65434	The fire has charred nearly 22 square miles (57 sq. kilometers) of brush in the Antelope Valley.	22.0	sq-mile	56979461.91025	area	6	8	21007	21689497.716895	area	4.610526 * 190.000000 minute (time taken for a football game) * 60000.000000 sq-km per year (area of forest logged)	15428	5 times the forest area logged during a football game.	0
23579	74931	The previous highest number of car sales was in March 2009 when 129,358 cars were sold.	129358.0	car	129358.0	car	13	14	21496	68358.2175	car	1.462882 * 2290000000.000000 USD (the construction cost of Bellagio in Las Vegas) * 0.000030 car per USD (cost of a new car)	27997	how many new cars you could purchase with the amount of money used to construct the Bellagio in Las Vegas	0
28726	10889	For the 10 days in question, federal election records show Hensarling received $6,500 in donations from political action committees of the Investment Company Institute, the Chubb Corp., and Liberty Mutual Insurance.	6500.0	$	6500.0	money	14	15	22277	15900.0	money	0.628931 * 1.000000 car (a car) * 15900.000000 USD per car (cost of a used car)	43260	1/2 the cost of a used car.	1
26919	43519	Saddled with high inventory levels and wasted factory space, Porsche had a net loss of $162 million and sales of no more than 14,000 cars when Wiedeking took over in 1993.	162000000.0	$	162000000.0	money	17	19	22868	51158904.109589	money	1.954694 * 789000.000000 person (number of employees in the mining industry) * 8.000000 hour (time taken for a work day) * 71000.000000 USD per year per person (cost of an employee)	44517	2 times the cost to employ everyone in the mining industry in one workday.	0
27063	54343	In fact, as the protests gathered steam last month, India's petroleum minister, Murali Deora, was in Myanmar signing a US$150 million gas exploration deal.	150000000.0	US$	150000000.0	money	25	27	22861	58095125.388646	money	1.721315 * 5400.000000 sq-meter (Size of an American football field) * 1000.000000 USD per sq-ft (cost of property in the Bay area)	44402	double the cost of purchasing a football field-sized piece of property in the San Francisco Bay area 	1
27063	54343	In fact, as the protests gathered steam last month, India's petroleum minister, Murali Deora, was in Myanmar signing a US$150 million gas exploration deal.	150000000.0	US$	150000000.0	money	25	27	22860	166828386.605784	money	0.599418 * 6500000.000000 person (number of employees in the construction industry) * 190.000000 minute (time taken for a football game) * 71000.000000 USD per year per person (cost of an employee)	38325	half the cost to employ everyone in construction in the time it takes to play a football game.	0
21557	4910	South Korea paid Russia US$20 million (euro12.7 million) for the flight.	20000000.0	US$	20000000.0	money	5	7	22697	2039742.465753	money	4.902580 * 1498.000000 person (people killed by gun violence in 2016) * 1.000000 week (a week) * 71000.000000 USD per year per person (cost of an employee)	40200	5 times the wages that would be paid in a week to all the people killed by gun violence in 2016.	0
21557	4910	South Korea paid Russia US$20 million (euro12.7 million) for the flight.	20000000.0	US$	20000000.0	money	5	7	22675	4100100.0	money	2.438965 * 79.000000 year (average lifetime for a person) * 51900.000000 USD per year (median income)	33681	2 times the amount of income during one lifetime.	1
22733	48103	Europeans already pay well over US$5,000 (euro3,385) per metric ton for Brazilian beef, far higher than the average US$2,000 (euro1,354) paid by Brazil's leading markets, Egypt and Russia, according to the Brazilian Beef Exporters Association, or Abiec.	5000.0	US$	5000.0	money	6	7	22293	33500.0	money	0.298507 * 1.000000 car (a car) * 33500.000000 USD per car (cost of a new car)	44758	one third the cost of a new car in USD.	1
28020	50404	He said there are more than 7,000 gun shops along the border where almost anyone can purchase weapons.	7000.0	gun	7000.0	gun	7	8	20600	96900.0	gun	0.103199 * 57000.000000 person (number of employees at Google) * 1.700000 gun per person (gun ownership)	25429	One tenth the gun ownership of the number of employees at Google	0
29249	64746	Each pump is designed to push about 200 cubic feet (5.66 cubic meters) of water a second.	200.0	cu-feet	5667.8	volume	8	10	25047	6174.960479	volume	1.619444 * 38800000.000000 person (population of California) * 1.000000 minute (a minute) * 22.100000 gallon per person per year (coffee consumption)	39837	2 times the coffee consumed per minute by all of California combined.	0
25377	43375	Indonesia is handing out US$1.5 billion (euro900 million) in cash to its poorest residents to soften the blow of big fuel price rises -- a move that might bring the government short-term relief after weeks of protests, analysts said Sunday.	1500000000.0	US$	1500000000.0	money	5	7	23025	999619482.496195	money	1.000381 * 7400000000.000000 person (population of the world) * 1.000000 minute (a minute) * 71000.000000 USD per year per person (cost of an employee)	41809	the cost to employ the worlds population for a min.	0
25377	43375	Indonesia is handing out US$1.5 billion (euro900 million) in cash to its poorest residents to soften the blow of big fuel price rises -- a move that might bring the government short-term relief after weeks of protests, analysts said Sunday.	1500000000.0	US$	1500000000.0	money	5	7	23099	4160000000.0	money	0.240385 * 4160000000.000000 USD (the construction cost of The Cosmopolitan in Las Vegas)	37218	1/4 the construction cost of The Cosmopolitan in Las Vegas	0
25377	43375	Indonesia is handing out US$1.5 billion (euro900 million) in cash to its poorest residents to soften the blow of big fuel price rises -- a move that might bring the government short-term relief after weeks of protests, analysts said Sunday.	1500000000.0	US$	1500000000.0	money	5	7	23123	134802739.726027	money	7.418247 * 99000.000000 person (number of employees at Microsoft) * 1.000000 week (a week) * 71000.000000 USD per year per person (cost of an employee)	18919	7 times the cost of employing the staff of Microsoft for one week	1
28343	1031	The British pound was quoted at US$1.6309, down from $1.6411.	1.6309	US$	1.6309	money	7	8	22010	2.962329	money	0.337572 * 30.000000 minute (time taken for lunch) * 51900.000000 USD per year (median income)	31727	1/3rd the amount of median income during lunch.	1
28750	18210	"The process -- called hydraulic fracturing, or ""fracking"" -- has helped boost domestic natural gas production to its highest level ever, with the United States pumping 26.2 trillion cubic feet of gas last year, according to the federal Energy Information Administration."	26.2	cu-feet	742.4818	volume	31	34	24426	378.4997	volume	2.642010 * 8.000000 hour (time taken for a work day) * 300.000000 gallon per day (water used by a family in the US)	44714	3 times the amount of water used by a family in the US in the duration of a work day.	0
